MODULE	NODE	GENE
6699	Adk	Adk
6699	Adra1b	Adra1b
6699	Aldh1b1	Aldh1b1
6699	Aldob	Aldob
6699	Apoc3	Apoc3
6699	Atp8b1	Atp8b1
6699	Bhmt	Bhmt
6699	Cnksr2	Cnksr2
6699	Cyp17a1	Cyp17a1
6699	Dbh	Dbh
6699	CL302992	CL302992
6699	Ephb4	Ephb4
6699	Fads2	Fads2
6699	Fbp1	Fbp1
6699	Fbxw8	Fbxw8
6699	Foxa3	Foxa3
6699	AK081405	AK081405
6699	Gck	Gck
6699	Gfra4	Gfra4
6699	Khk	Khk
6699	Ldhd	Ldhd
6699	Mdh1	Mdh1
6699	Nme7	Nme7
6699	Pklr	Pklr
6699	Rnd2	Rnd2
6699	Slc23a1	Slc23a1
6699	Snrpn	Snrpn
6699	Tacc1	Tacc1
6699	Taldo1	Taldo1
6699	Tm6sf2	Tm6sf2
6699	Tmem86b	Tmem86b
6699	Uroc1	Uroc1
6675	Aadac	Aadac
6675	Acox2	Acox2
6675	Acsl3	Acsl3
6675	Acss2	Acss2
6675	Adh7	Adh7
6675	Anks4b	Anks4b
6675	Apob	Apob
6675	Arl6ip1	Arl6ip1
6675	Armc2	Armc2
6675	Asgr1	Asgr1
6675	Atp13a4	Atp13a4
6675	B2m	B2m
6675	Bcas2	Bcas2
6675	4930579F01Rik	4930579F01Rik
6675	Casp3	Casp3
6675	Chrna4	Chrna4
6675	Cox5a	Cox5a
6675	Cyb5b	Cyb5b
6675	Cyp26a1	Cyp26a1
6675	Cyp2r1	Cyp2r1
6675	Cyyr1	Cyyr1
6675	Dhcr7	Dhcr7
6675	Echdc1	Echdc1
6675	Eif4g2	Eif4g2
6675	Elovl6	Elovl6
6675	D14Ertd171e	D14Ertd171e
6675	Extl2	Extl2
6675	Fads1	Fads1
6675	Fasn	Fasn
6675	Fbp1	Fbp1
6675	Fdft1	Fdft1
6675	Fdps	Fdps
6675	Ftl1	Ftl1
6675	Gabarap	Gabarap
6675	Galr1	Galr1
6675	Gpam	Gpam
6675	Gpr133	Gpr133
6675	Grb7	Grb7
6675	Gucy2c	Gucy2c
6675	Hao1	Hao1
6675	Hmgcr	Hmgcr
6675	Hrsp12	Hrsp12
6675	Hsd11b1	Hsd11b1
6675	Hsd17b13	Hsd17b13
6675	Hsd17b7	Hsd17b7
6675	Hsd3b1	Hsd3b1
6675	Idi1	Idi1
6675	H28	H28
6675	Il11ra1	Il11ra1
6675	Insig1	Insig1
6675	Itih3	Itih3
6675	Lcat	Lcat
6675	Ldlr	Ldlr
6675	Lrp2bp	Lrp2bp
6675	Lrriq1	Lrriq1
6675	Lss	Lss
6675	Mccc1	Mccc1
6675	Mmab	Mmab
6675	Mme	Mme
6675	Sc4mol	Sc4mol
6675	Mum1	Mum1
6675	Mvd	Mvd
6675	8030451F13Rik	8030451F13Rik
6675	Olfr1034	Olfr1034
6675	Park7	Park7
6675	Pcbd1	Pcbd1
6675	Pdzrn4	Pdzrn4
6675	Pemt	Pemt
6675	Pla2g4f	Pla2g4f
6675	Pnpla5	Pnpla5
6675	Polr3g	Polr3g
6675	Ppm1l	Ppm1l
6675	Prom1	Prom1
6675	Rab3d	Rab3d
6675	Rbm8a	Rbm8a
6675	Robo2	Robo2
6675	Ropn1l	Ropn1l
6675	Ror2	Ror2
6675	Rpl19	Rpl19
6675	Rpl3	Rpl3
6675	Rpl5	Rpl5
6675	Rps23	Rps23
6675	Rps3a	Rps3a
6675	Scnm1	Scnm1
6675	Slc22a15	Slc22a15
6675	Slc25a1	Slc25a1
6675	Slc30a7	Slc30a7
6675	Smad7	Smad7
6675	Sprr4	Sprr4
6675	Spry1	Spry1
6675	Sqle	Sqle
6675	Srebf1	Srebf1
6675	St7l	St7l
6675	Stard4	Stard4
6675	Tmem14c	Tmem14c
6675	Ttpa	Ttpa
6675	Uqcrc2	Uqcrc2
6675	Wnt9a	Wnt9a
6675	B230312I18Rik	B230312I18Rik
6648	Acad10	Acad10
6648	Antxr2	Antxr2
6648	Brap	Brap
6648	Coq5	Coq5
6648	Ift81	Ift81
6648	Kctd10	Kctd10
6648	Lnx1	Lnx1
6648	Ncor2	Ncor2
6648	Oasl1	Oasl1
6648	P2rx4	P2rx4
6648	Pcgf5	Pcgf5
6648	Rchy1	Rchy1
6648	Scarb2	Scarb2
6648	Sdad1	Sdad1
6648	Sirt4	Sirt4
6648	Tnik	Tnik
6648	Ubc	Ubc
6648	Vps33a	Vps33a
6643	Armc6	Armc6
6643	B3gnt3	B3gnt3
6643	2700029M09Rik	2700029M09Rik
6643	Chd9	Chd9
6643	Ciapin1	Ciapin1
6643	Cpne2	Cpne2
6643	Gpt2	Gpt2
6643	Kcnn1	Kcnn1
6643	Lsm4	Lsm4
6643	Pbx4	Pbx4
6643	Slc18a1	Slc18a1
6643	Slc7a2	Slc7a2
6643	Tmem38a	Tmem38a
5582	Abca1	Abca1
5582	Abcd4	Abcd4
5582	Actr3b	Actr3b
5582	Acvr2a	Acvr2a
5582	Adam10	Adam10
5582	Adam17	Adam17
5582	Adss	Adss
5582	Akap10	Akap10
5582	Ankrd44	Ankrd44
5582	Anpep	Anpep
5582	Anxa11	Anxa11
5582	Anxa6	Anxa6
5582	Anxa8	Anxa8
5582	Arf1	Arf1
5582	Arhgap12	Arhgap12
5582	Arhgap18	Arhgap18
5582	Arhgap5	Arhgap5
5582	Arid4b	Arid4b
5582	Arl5b	Arl5b
5582	Asb7	Asb7
5582	Asf1a	Asf1a
5582	Atf5	Atf5
5582	Atg16l1	Atg16l1
5582	Atp6v1a	Atp6v1a
5582	Atp6v1b2	Atp6v1b2
5582	Atp6v1h	Atp6v1h
5582	B3gat3	B3gat3
5582	B3gnt1	B3gnt1
5582	Bach1	Bach1
5582	Baz1b	Baz1b
5582	Bcar1	Bcar1
5582	Bcas3	Bcas3
5582	Bche	Bche
5582	Bcl2l12	Bcl2l12
5582	Bcr	Bcr
5582	Bnip3	Bnip3
5582	Btrc	Btrc
5582	AI597468	AI597468
5582	4930430F08Rik	4930430F08Rik
5582	Gm1564	Gm1564
5582	BC031181	BC031181
5582	4930503L19Rik	4930503L19Rik
5582	BC055324	BC055324
5582	1700066M21Rik	1700066M21Rik
5582	D17Wsu92e	D17Wsu92e
5582	Cab39	Cab39
5582	Cald1	Cald1
5582	Calm2	Calm2
5582	Camk2b	Camk2b
5582	Capn7	Capn7
5582	Casp3	Casp3
5582	Cbx3	Cbx3
5582	Cd38	Cd38
5582	Cdc27	Cdc27
5582	Cdc42ep4	Cdc42ep4
5582	Cdk8	Cdk8
5582	Cebpg	Cebpg
5582	Cenpb	Cenpb
5582	Chordc1	Chordc1
5582	2010110P09Rik	2010110P09Rik
5582	Chrm5	Chrm5
5582	Clcn7	Clcn7
5582	Clmn	Clmn
5582	Cnnm3	Cnnm3
5582	Cog8	Cog8
5582	Cpox	Cpox
5582	Crcp	Crcp
5582	Creld1	Creld1
5582	Crk	Crk
5582	Crkl	Crkl
5582	Crtc2	Crtc2
5582	Csnk1g1	Csnk1g1
5582	Csnk1g3	Csnk1g3
5582	Ctdsp1	Ctdsp1
5582	Ctdspl2	Ctdspl2
5582	Cul1	Cul1
5582	Cwf19l2	Cwf19l2
5582	Cxadr	Cxadr
5582	Cyb5d2	Cyb5d2
5582	Cyhr1	Cyhr1
5582	Dact2	Dact2
5582	Dars	Dars
5582	Dennd1a	Dennd1a
5582	Dip2c	Dip2c
5582	Dnaja1	Dnaja1
5582	Dnajb4	Dnajb4
5582	Dnajc5	Dnajc5
5582	Dnttip2	Dnttip2
5582	Dopey2	Dopey2
5582	Dr1	Dr1
5582	Dtnb	Dtnb
5582	Eea1	Eea1
5582	Eif2b4	Eif2b4
5582	Eif4ebp2	Eif4ebp2
5582	Eif4g1	Eif4g1
5582	Elf2	Elf2
5582	Epas1	Epas1
5582	Esco1	Esco1
5582	Exoc2	Exoc2
5582	F2r	F2r
5582	3110001A13Rik	3110001A13Rik
5582	B230312A22Rik	B230312A22Rik
5582	2810485I05Rik	2810485I05Rik
5582	2310040C09Rik	2310040C09Rik
5582	Fgd4	Fgd4
5582	Fgfr1op	Fgfr1op
5582	Fip1l1	Fip1l1
5582	Fkbp3	Fkbp3
5582	Flot2	Flot2
5582	Furin	Furin
5582	Fyttd1	Fyttd1
5582	Gaa	Gaa
5582	Gab1	Gab1
5582	Galnt1	Galnt1
5582	Ganab	Ganab
5582	Gata4	Gata4
5582	Gata6	Gata6
5582	Gbf1	Gbf1
5582	Gcc1	Gcc1
5582	Gcnt2	Gcnt2
5582	Gdi2	Gdi2
5582	Gjb2	Gjb2
5582	Gnas	Gnas
5582	Gns	Gns
5582	Golph3	Golph3
5582	Gpsm1	Gpsm1
5582	Gtf2f1	Gtf2f1
5582	Gtpbp4	Gtpbp4
5582	Gucy1b3	Gucy1b3
5582	H3f3b	H3f3b
5582	Hdlbp	Hdlbp
5582	Hgf	Hgf
5582	Hist2h2be	Hist2h2be
5582	Hook1	Hook1
5582	Hook2	Hook2
5582	Hs6st1	Hs6st1
5582	Ier2	Ier2
5582	Ikbkb	Ikbkb
5582	Il17rc	Il17rc
5582	Il1a	Il1a
5582	Ilf2	Ilf2
5582	Itga1	Itga1
5582	Itpa	Itpa
5582	Jak2	Jak2
5582	Jmjd1c	Jmjd1c
5582	Josd1	Josd1
5582	Kdelr2	Kdelr2
5582	2310067B10Rik	2310067B10Rik
5582	D430042O09Rik	D430042O09Rik
5582	1200011I18Rik	1200011I18Rik
5582	Klc4	Klc4
5582	Klhl12	Klhl12
5582	Klhl2	Klhl2
5582	Klhl3	Klhl3
5582	Kntc1	Kntc1
5582	Kpna1	Kpna1
5582	Kpna3	Kpna3
5582	Krit1	Krit1
5582	Laptm4b	Laptm4b
5582	Lats2	Lats2
5582	Lgals8	Lgals8
5582	Lims1	Lims1
5582	Lip1	Lip1
5582	Lmbrd1	Lmbrd1
5582	Lrch1	Lrch1
5582	Lrp3	Lrp3
5582	Lsm2	Lsm2
5582	Ltbr	Ltbr
5582	Lysmd3	Lysmd3
5582	M6pr	M6pr
5582	6430590I03Rik	6430590I03Rik
5582	Magi1	Magi1
5582	Man1a2	Man1a2
5582	Map2k4	Map2k4
5582	Mapk6	Mapk6
5582	Mapk8	Mapk8
5582	Mark3	Mark3
5582	Matr3	Matr3
5582	Mbnl1	Mbnl1
5582	Mdm2	Mdm2
5582	Met	Met
5582	Mgat2	Mgat2
5582	Mib1	Mib1
5582	Mink1	Mink1
5582	Mlf2	Mlf2
5582	Mllt10	Mllt10
5582	Mnat1	Mnat1
5582	Mpdz	Mpdz
5582	Msh4	Msh4
5582	Mtmr6	Mtmr6
5582	Myo18a	Myo18a
5582	Nadsyn1	Nadsyn1
5582	Naga	Naga
5582	Nat6	Nat6
5582	Ncbp2	Ncbp2
5582	Nck1	Nck1
5582	Nckap1	Nckap1
5582	Nedd4	Nedd4
5582	Nfic	Nfic
5582	Nipa2	Nipa2
5582	Npat	Npat
5582	Nr2f6	Nr2f6
5582	Nr3c1	Nr3c1
5582	Nrbf2	Nrbf2
5582	Nsf	Nsf
5582	Nudcd1	Nudcd1
5582	Nup43	Nup43
5582	Nup85	Nup85
5582	Nup98	Nup98
5582	Nutf2	Nutf2
5582	Odc1	Odc1
5582	Ogdh	Ogdh
5582	Opa1	Opa1
5582	Optn	Optn
5582	Otud1	Otud1
5582	Pacsin3	Pacsin3
5582	Pak2	Pak2
5582	5730445M16Rik	5730445M16Rik
5582	Parva	Parva
5582	Pcmtd2	Pcmtd2
5582	Pcsk7	Pcsk7
5582	Pdcd4	Pdcd4
5582	Pdcl	Pdcl
5582	Pde3b	Pde3b
5582	Pdgfd	Pdgfd
5582	Pex13	Pex13
5582	Pex6	Pex6
5582	Phf17	Phf17
5582	Picalm	Picalm
5582	Pigh	Pigh
5582	Pigo	Pigo
5582	Pik3c2a	Pik3c2a
5582	Pitpnb	Pitpnb
5582	Pitpnm2	Pitpnm2
5582	Plekha3	Plekha3
5582	Plekhh3	Plekhh3
5582	Plxnb2	Plxnb2
5582	Ppil2	Ppil2
5582	Ppm1a	Ppm1a
5582	Ppp1r13l	Ppp1r13l
5582	Prkacb	Prkacb
5582	Prosc	Prosc
5582	Pten	Pten
5582	Ptk2b	Ptk2b
5582	Ptp4a1	Ptp4a1
5582	Ptplad1	Ptplad1
5582	Ptpn12	Ptpn12
5582	Pvr	Pvr
5582	Rab11fip1	Rab11fip1
5582	Rab18	Rab18
5582	Rab23	Rab23
5582	Rab28	Rab28
5582	Rab8a	Rab8a
5582	Rad23b	Rad23b
5582	Rala	Rala
5582	Ranbp2	Ranbp2
5582	Ranbp6	Ranbp6
5582	Ranbp9	Ranbp9
5582	Rapgef4	Rapgef4
5582	Rapgef6	Rapgef6
5582	Rfx5	Rfx5
5582	Rhobtb2	Rhobtb2
5582	Rhobtb3	Rhobtb3
5582	Rnf141	Rnf141
5582	Rnf187	Rnf187
5582	Rnf44	Rnf44
5582	Rock2	Rock2
5582	Rora	Rora
5582	Rpn2	Rpn2
5582	Rps6kb1	Rps6kb1
5582	Rraga	Rraga
5582	Rtn4	Rtn4
5582	Rusc2	Rusc2
5582	Safb	Safb
5582	Scamp1	Scamp1
5582	Scoc	Scoc
5582	Sema3d	Sema3d
5582	Serf2	Serf2
5582	Sh3bp5	Sh3bp5
5582	Sidt2	Sidt2
5582	Slc16a13	Slc16a13
5582	Slc20a2	Slc20a2
5582	Slc25a23	Slc25a23
5582	Slc25a32	Slc25a32
5582	Slc30a9	Slc30a9
5582	Tmem20	Tmem20
5582	Slc36a1	Slc36a1
5582	Slc7a6os	Slc7a6os
5582	Slmap	Slmap
5582	Smarcc2	Smarcc2
5582	1110034C04Rik	1110034C04Rik
5582	Smg7	Smg7
5582	Smoc1	Smoc1
5582	Smpd2	Smpd2
5582	Snx13	Snx13
5582	Sqle	Sqle
5582	Srebf2	Srebf2
5582	St6gal1	St6gal1
5582	Stk3	Stk3
5582	Stk40	Stk40
5582	Strn	Strn
5582	Stt3b	Stt3b
5582	2400003N08Rik	2400003N08Rik
5582	Syne1	Syne1
5582	Sypl	Sypl
5582	Syt1	Syt1
5582	Tal1	Tal1
5582	Tarsl2	Tarsl2
5582	Tbp	Tbp
5582	Tcerg1	Tcerg1
5582	Thpo	Thpo
5582	Tiparp	Tiparp
5582	Tirap	Tirap
5582	Tmco4	Tmco4
5582	Tmed2	Tmed2
5582	Tmed7	Tmed7
5582	Tmem102	Tmem102
5582	Tmem106c	Tmem106c
5582	Tmem63b	Tmem63b
5582	Tomm40	Tomm40
5582	Tpcn1	Tpcn1
5582	Trim11	Trim11
5582	Trim23	Trim23
5582	Trim8	Trim8
5582	Ttc9c	Ttc9c
5582	Tubg1	Tubg1
5582	Ube2r2	Ube2r2
5582	Ubqln1	Ubqln1
5582	Ubr1	Ubr1
5582	Ubtd1	Ubtd1
5582	Ufd1l	Ufd1l
5582	Upf2	Upf2
5582	Usp10	Usp10
5582	Usp12	Usp12
5582	Usp15	Usp15
5582	Usp36	Usp36
5582	Usp45	Usp45
5582	Utrn	Utrn
5582	Vamp3	Vamp3
5582	Vamp4	Vamp4
5582	Vav2	Vav2
5582	Wac	Wac
5582	Wdr24	Wdr24
5582	Wdr48	Wdr48
5582	Wtap	Wtap
5582	Wwp1	Wwp1
5582	Xylt2	Xylt2
5582	Yes1	Yes1
5582	Yipf5	Yipf5
5582	Ythdc2	Ythdc2
5582	Ythdf1	Ythdf1
5582	Ythdf3	Ythdf3
5582	Ywhae	Ywhae
5582	Ywhag	Ywhag
5582	Zbtb7a	Zbtb7a
5582	Zbtb7b	Zbtb7b
5582	Zcchc7	Zcchc7
5582	Zdhhc17	Zdhhc17
5582	Zfr	Zfr
5582	Zfyve1	Zfyve1
5582	Zfp146	Zfp146
5582	Zfp85-rs1	Zfp85-rs1
5582	Zfp260	Zfp260
5582	Zfp444	Zfp444
5582	Zfp712	Zfp712
5582	Zfp386	Zfp386
5582	Zfp592	Zfp592
5582	Zfp51	Zfp51
5582	AA407452	AA407452
5104	4930511I11Rik	4930511I11Rik
5104	Brd2	Brd2
5104	Cacng8	Cacng8
5104	Cldn19	Cldn19
5104	Gab1	Gab1
5104	Il2ra	Il2ra
5104	Itgam	Itgam
5104	Kcna6	Kcna6
5104	Morn1	Morn1
5104	Pofut2	Pofut2
5104	Slc12a3	Slc12a3
5104	Tpte	Tpte
5099	Atp2a1	Atp2a1
5099	Bmper	Bmper
5099	Cd6	Cd6
5099	Cxcl1	Cxcl1
5099	Cyb561	Cyb561
5099	Fgb	Fgb
5099	Fgg	Fgg
5099	Fgl1	Fgl1
5099	Glp1r	Glp1r
5099	Hectd1	Hectd1
5099	Hp	Hp
5099	Hpgd	Hpgd
5099	Il6	Il6
5099	Itih3	Itih3
5099	Itih4	Itih4
5099	MMT00046222	MMT00046222
5099	Lbp	Lbp
5099	Lcn2	Lcn2
5099	Lect1	Lect1
5099	Lipc	Lipc
5099	Mcf2l	Mcf2l
5099	Nanos3	Nanos3
5099	Orm1	Orm1
5099	Orm2	Orm2
5099	Pdia5	Pdia5
5099	Prdm15	Prdm15
5099	Prg4	Prg4
5099	Saa1	Saa1
5099	Saa3	Saa3
5099	Scara5	Scara5
5099	Serpina10	Serpina10
5099	Slc2a3	Slc2a3
5099	Slc30a2	Slc30a2
5099	Slc37a1	Slc37a1
5099	Slc41a2	Slc41a2
5099	Socs3	Socs3
5099	Stat3	Stat3
5099	Steap4	Steap4
5085	Ctps	Ctps
5085	Ltv1	Ltv1
5085	AU014645	AU014645
5085	Nup93	Nup93
5085	Pdhx	Pdhx
5085	Qrsl1	Qrsl1
5085	Scfd2	Scfd2
5085	Sgsh	Sgsh
5085	Ube2f	Ube2f
5085	Uros	Uros
5085	Wdr5b	Wdr5b
4746	Adrb1	Adrb1
4746	Adrb3	Adrb3
4746	Aff1	Aff1
4746	Ahctf1	Ahctf1
4746	Akt2	Akt2
4746	Aph1b	Aph1b
4746	Arhgef17	Arhgef17
4746	Arl4d	Arl4d
4746	Ascl2	Ascl2
4746	Atoh1	Atoh1
4746	Axl	Axl
4746	B3galt5	B3galt5
4746	Brms1l	Brms1l
4746	Brsk2	Brsk2
4746	2210016L21Rik	2210016L21Rik
4746	E130012A19Rik	E130012A19Rik
4746	E130309D02Rik	E130309D02Rik
4746	Cacng8	Cacng8
4746	Ccdc27	Ccdc27
4746	Ccng1	Ccng1
4746	Cdc5l	Cdc5l
4746	Cdh4	Cdh4
4746	Cdk5r2	Cdk5r2
4746	Cep70	Cep70
4746	Chst4	Chst4
4746	Crygd	Crygd
4746	Ddx17	Ddx17
4746	Dleu2	Dleu2
4746	Eef1g	Eef1g
4746	Efna3	Efna3
4746	Eln	Eln
4746	Ephb6	Ephb6
4746	BC010304	BC010304
4746	AB041806	AB041806
4746	Foxd2	Foxd2
4746	Foxe3	Foxe3
4746	Foxk1	Foxk1
4746	Fzd10	Fzd10
4746	Gabarap	Gabarap
4746	Galnt2	Galnt2
4746	Glis1	Glis1
4746	Gna15	Gna15
4746	Gng2	Gng2
4746	Gng5	Gng5
4746	Golt1a	Golt1a
4746	Hcn2	Hcn2
4746	Hs6st3	Hs6st3
4746	Htr6	Htr6
4746	Il1a	Il1a
4746	Il21r	Il21r
4746	Kif19a	Kif19a
4746	Lmod2	Lmod2
4746	Lphn2	Lphn2
4746	Map3k9	Map3k9
4746	Mnt	Mnt
4746	Mrps17	Mrps17
4746	Muc19	Muc19
4746	Nf2	Nf2
4746	Nfyc	Nfyc
4746	Nrxn1	Nrxn1
4746	Nudc	Nudc
4746	Nutf2	Nutf2
4746	Nxn	Nxn
4746	P2rx5	P2rx5
4746	Padi1	Padi1
4746	Pcm1	Pcm1
4746	Pdha2	Pdha2
4746	Pdzd2	Pdzd2
4746	Phf1	Phf1
4746	Pigt	Pigt
4746	Plcl1	Plcl1
4746	Prdm4	Prdm4
4746	Prm1	Prm1
4746	Pspn	Pspn
4746	Pvalb	Pvalb
4746	Rab22a	Rab22a
4746	Rabgap1l	Rabgap1l
4746	Rad23b	Rad23b
4746	Rb1	Rb1
4746	Rexo1	Rexo1
4746	Rgs6	Rgs6
4746	Rhoa	Rhoa
4746	Robo1	Robo1
4746	Rpl29	Rpl29
4746	Rps6ka1	Rps6ka1
4746	Rtkn	Rtkn
4746	Scamp4	Scamp4
4746	Scn1b	Scn1b
4746	Scoc	Scoc
4746	Sema6c	Sema6c
4746	Sgca	Sgca
4746	Sgsh	Sgsh
4746	Sh3bgr	Sh3bgr
4746	Siglec1	Siglec1
4746	Slc12a3	Slc12a3
4746	Slc13a2	Slc13a2
4746	C78409	C78409
4746	Slc5a5	Slc5a5
4746	Sod3	Sod3
4746	Spag17	Spag17
4746	Stam2	Stam2
4746	Tcf7l2	Tcf7l2
4746	Tcp10a	Tcp10a
4746	Tdrd5	Tdrd5
4746	Tecta	Tecta
4746	Tm4sf5	Tm4sf5
4746	Tmco3	Tmco3
4746	Tnp2	Tnp2
4746	Trpd52l3	Trpd52l3
4746	Tpte	Tpte
4746	Twsg1	Twsg1
4746	Tyms	Tyms
4746	Ube2s	Ube2s
4746	Utf1	Utf1
4746	Vax1	Vax1
4746	Wdr27	Wdr27
4746	Zcchc11	Zcchc11
4746	Zdhhc24	Zdhhc24
4746	Zfp410	Zfp410
4746	Zfp579	Zfp579
4746	Zfp706	Zfp706
4708	Acin1	Acin1
4708	Adcy4	Adcy4
4708	Aipl1	Aipl1
4708	Akt2	Akt2
4708	Ap3b1	Ap3b1
4708	Aph1b	Aph1b
4708	Arl4d	Arl4d
4708	Arl8b	Arl8b
4708	Asb8	Asb8
4708	Atp6v1g1	Atp6v1g1
4708	B3galt5	B3galt5
4708	B4galt1	B4galt1
4708	Brsk2	Brsk2
4708	2010107E04Rik	2010107E04Rik
4708	D8Ertd738e	D8Ertd738e
4708	4930432K21Rik	4930432K21Rik
4708	4930590J08Rik	4930590J08Rik
4708	BC004004	BC004004
4708	E130309D02Rik	E130309D02Rik
4708	Ccdc27	Ccdc27
4708	Ccdc66	Ccdc66
4708	Cdh4	Cdh4
4708	Cdk5r2	Cdk5r2
4708	BC046331	BC046331
4708	Cep70	Cep70
4708	Ckap5	Ckap5
4708	Cnot8	Cnot8
4708	Cox7a2	Cox7a2
4708	Cpa3	Cpa3
4708	Crlf3	Crlf3
4708	Crygd	Crygd
4708	Cul4a	Cul4a
4708	Dedd	Dedd
4708	Dgkb	Dgkb
4708	Dhdh	Dhdh
4708	Dsp	Dsp
4708	Elac1	Elac1
4708	Eln	Eln
4708	Erh	Erh
4708	Faah	Faah
4708	BC010304	BC010304
4708	Fbxw11	Fbxw11
4708	Foxd2	Foxd2
4708	Fut1	Fut1
4708	Galm	Galm
4708	Gcc1	Gcc1
4708	Gna12	Gna12
4708	Gprin1	Gprin1
4708	Hs6st3	Hs6st3
4708	Hsd17b3	Hsd17b3
4708	Igfbp3	Igfbp3
4708	2310008H04Rik	2310008H04Rik
4708	E430025E21Rik	E430025E21Rik
4708	2510003E04Rik	2510003E04Rik
4708	Klf15	Klf15
4708	Gm561	Gm561
4708	Lsm6	Lsm6
4708	Map3k9	Map3k9
4708	Mcee	Mcee
4708	Mlf2	Mlf2
4708	Mmp10	Mmp10
4708	Mrpl20	Mrpl20
4708	Mrpl22	Mrpl22
4708	Mrpl37	Mrpl37
4708	Mtrr	Mtrr
4708	Muc19	Muc19
4708	Ndnl2	Ndnl2
4708	Ndufa5	Ndufa5
4708	Nfkb1	Nfkb1
4708	Nfyc	Nfyc
4708	Nutf2	Nutf2
4708	Nxn	Nxn
4708	Nxt1	Nxt1
4708	Pdcd5	Pdcd5
4708	Pdzd2	Pdzd2
4708	Pex5	Pex5
4708	Phf5a	Phf5a
4708	Pigt	Pigt
4708	Pitpna	Pitpna
4708	Pitpnb	Pitpnb
4708	Pknox1	Pknox1
4708	Pmpca	Pmpca
4708	Preb	Preb
4708	Prodh	Prodh
4708	Pum1	Pum1
4708	Pvalb	Pvalb
4708	Rab3d	Rab3d
4708	Rapgef2	Rapgef2
4708	Rassf8	Rassf8
4708	Rbm12	Rbm12
4708	Rest	Rest
4708	Rexo1	Rexo1
4708	Rfc2	Rfc2
4708	Rgs6	Rgs6
4708	Rhoa	Rhoa
4708	Rhpn2	Rhpn2
4708	Robo1	Robo1
4708	Rpl36al	Rpl36al
4708	Rps27a	Rps27a
4708	Rps27l	Rps27l
4708	Rsad2	Rsad2
4708	Rsrc1	Rsrc1
4708	Scamp4	Scamp4
4708	Scn1b	Scn1b
4708	Sema6c	Sema6c
4708	Sephs1	Sephs1
4708	Sfmbt1	Sfmbt1
4708	Sh3bp5	Sh3bp5
4708	Slc12a3	Slc12a3
4708	Slc13a2	Slc13a2
4708	Slc39a8	Slc39a8
4708	Snai2	Snai2
4708	Snrpg	Snrpg
4708	Snx3	Snx3
4708	Sod3	Sod3
4708	Spag17	Spag17
4708	Spry1	Spry1
4708	St6gal1	St6gal1
4708	Stac3	Stac3
4708	Stam2	Stam2
4708	Tcf7l2	Tcf7l2
4708	D130067I03Rik	D130067I03Rik
4708	Timm8b	Timm8b
4708	Tm2d3	Tm2d3
4708	Tnfrsf11b	Tnfrsf11b
4708	Tnk1	Tnk1
4708	Tomm7	Tomm7
4708	Tpm3	Tpm3
4708	Tpte	Tpte
4708	Trpv4	Trpv4
4708	Ttc25	Ttc25
4708	Ttn	Ttn
4708	Usmg5	Usmg5
4708	Usp24	Usp24
4708	Wasf2	Wasf2
4708	Wbp11	Wbp11
4708	Zfhx2	Zfhx2
4708	Znrf3	Znrf3
4708	Zxdc	Zxdc
4588	A2m	A2m
4588	Abcc3	Abcc3
4588	Ak7	Ak7
4588	Alkbh6	Alkbh6
4588	Ambp	Ambp
4588	Apcs	Apcs
4588	Atp2a1	Atp2a1
4588	1810033B17Rik	1810033B17Rik
4588	Camp	Camp
4588	Casp12	Casp12
4588	Casp4	Casp4
4588	Cd6	Cd6
4588	Cp	Cp
4588	Cpb2	Cpb2
4588	Crp	Crp
4588	Cxcl11	Cxcl11
4588	Cxcl14	Cxcl14
4588	Cyb561	Cyb561
4588	Cyp3a13	Cyp3a13
4588	Dhcr7	Dhcr7
4588	Fga	Fga
4588	Fgb	Fgb
4588	Fgg	Fgg
4588	Fgl1	Fgl1
4588	Flot1	Flot1
4588	Fn1	Fn1
4588	Glp1r	Glp1r
4588	Gmds	Gmds
4588	Gnat2	Gnat2
4588	Hectd1	Hectd1
4588	Hp	Hp
4588	Il6	Il6
4588	Insrr	Insrr
4588	Itih3	Itih3
4588	Itih4	Itih4
4588	4931428F04Rik	4931428F04Rik
4588	Kif17	Kif17
4588	Lbp	Lbp
4588	Lcn2	Lcn2
4588	Lipc	Lipc
4588	Mosc2	Mosc2
4588	Mpo	Mpo
4588	Mybl2	Mybl2
4588	Nanos3	Nanos3
4588	Nucb2	Nucb2
4588	Nup93	Nup93
4588	Orm1	Orm1
4588	Orm2	Orm2
4588	Ppap2c	Ppap2c
4588	Prdm15	Prdm15
4588	Prg4	Prg4
4588	Pap	Pap
4588	S100a8	S100a8
4588	S100a9	S100a9
4588	Saa1	Saa1
4588	Saa3	Saa3
4588	Serpina10	Serpina10
4588	Serpina3n	Serpina3n
4588	Slc13a5	Slc13a5
4588	Slc37a1	Slc37a1
4588	Slc3a1	Slc3a1
4588	Srd5a1	Srd5a1
4588	Tff3	Tff3
4588	Tmprss2	Tmprss2
4588	Ubc	Ubc
4511	Acaa2	Acaa2
4511	Acadvl	Acadvl
4511	Acox1	Acox1
4511	Acox2	Acox2
4511	Acsl5	Acsl5
4511	Adh5	Adh5
4511	Adk	Adk
4511	Ahcy	Ahcy
4511	Ahsg	Ahsg
4511	Akr1c6	Akr1c6
4511	Aldh2	Aldh2
